image,D-value
rgb_n_0025_id_20009.tif,702.0
rgb_n_0028_id_20010.tif,692.0
rgb_n_0030_id_20010.tif,692.0
rgb_n_0031_id_20011.tif,716.0
rgb_n_0033_id_20011.tif,716.0
rgb_n_0036_id_20012.tif,745.0
rgb_n_0035_id_20012.tif,745.0
rgb_n_0037_id_20013.tif,714.0
rgb_n_0039_id_20013.tif,714.0
rgb_n_0042_id_20014.tif,709.0
rgb_n_0040_id_20014.tif,709.0
rgb_n_0043_id_20015.tif,689.0
rgb_n_0045_id_20015.tif,689.0
rgb_n_0046_id_20016.tif,689.0
rgb_n_0048_id_20016.tif,689.0
rgb_n_0049_id_20017.tif,731.0
rgb_n_0051_id_20017.tif,731.0
rgb_n_0054_id_20018.tif,710.0
rgb_n_0052_id_20018.tif,710.0
rgb_n_0055_id_20019.tif,720.0
rgb_n_0057_id_20019.tif,720.0
rgb_n_0058_id_20020.tif,739.0
rgb_n_0059_id_20020.tif,739.0
rgb_n_0061_id_20021.tif,737.0
rgb_n_0062_id_20021.tif,737.0
rgb_n_0065_id_20022.tif,713.0
rgb_n_0064_id_20022.tif,713.0
rgb_n_0067_id_20023.tif,756.0
rgb_n_0068_id_20023.tif,756.0
rgb_n_0070_id_20024.tif,708.0
rgb_n_0071_id_20024.tif,708.0
rgb_n_0074_id_20025.tif,709.0
rgb_n_0073_id_20025.tif,709.0
rgb_n_0078_id_20026.tif,734.0
rgb_n_0076_id_20026.tif,734.0
rgb_n_0079_id_20027.tif,731.0
rgb_n_0081_id_20027.tif,731.0
rgb_n_0084_id_20028.tif,743.0
rgb_n_0082_id_20028.tif,743.0
rgb_n_0086_id_20029.tif,747.0
rgb_n_0087_id_20029.tif,747.0
rgb_n_0090_id_20030.tif,700.0
rgb_n_0088_id_20030.tif,700.0
rgb_n_0093_id_20031.tif,724.0
rgb_n_0091_id_20031.tif,724.0
rgb_n_0094_id_20032.tif,723.0
rgb_n_0096_id_20032.tif,723.0
rgb_n_0097_id_20033.tif,720.0
rgb_n_0099_id_20033.tif,720.0
rgb_n_0101_id_20034.tif,723.0
rgb_n_0102_id_20034.tif,723.0
rgb_n_0105_id_20035.tif,720.0
rgb_n_0104_id_20035.tif,720.0
rgb_n_0108_id_20036.tif,739.0
rgb_n_0107_id_20036.tif,739.0
rgb_n_0001_id_20037.tif,736.0
rgb_n_0002_id_20037.tif,736.0
rgb_n_0004_id_20038.tif,738.0
rgb_n_0005_id_20038.tif,738.0
rgb_n_0009_id_20039.tif,715.0
rgb_n_0007_id_20039.tif,715.0
rgb_n_0011_id_20040.tif,673.0
rgb_n_0010_id_20040.tif,673.0
rgb_n_0013_id_20041.tif,672.0
rgb_n_0014_id_20041.tif,672.0
rgb_n_0017_id_20042.tif,693.0
rgb_n_0016_id_20042.tif,693.0
rgb_n_0019_id_20043.tif,682.0
rgb_n_0020_id_20043.tif,682.0
rgb_n_0022_id_20044.tif,687.0
rgb_n_0023_id_20044.tif,687.0
rgb_n_0027_id_20045.tif,701.0
rgb_n_0025_id_20045.tif,701.0
rgb_n_0029_id_20046.tif,681.0
rgb_n_0030_id_20046.tif,681.0
rgb_n_0033_id_20047.tif,699.0
rgb_n_0031_id_20047.tif,699.0
rgb_n_0036_id_20048.tif,721.0
rgb_n_0034_id_20048.tif,721.0
rgb_n_0038_id_20049.tif,697.0
rgb_n_0039_id_20049.tif,697.0
rgb_n_0041_id_20050.tif,686.0
rgb_n_0042_id_20050.tif,686.0
rgb_n_0044_id_20051.tif,678.0
rgb_n_0045_id_20051.tif,678.0
rgb_n_0048_id_20052.tif,668.0
rgb_n_0047_id_20052.tif,668.0
rgb_n_0050_id_20053.tif,692.0
rgb_n_0051_id_20053.tif,692.0
rgb_n_0054_id_20054.tif,700.0
rgb_n_0053_id_20054.tif,700.0
rgb_n_0055_id_20055.tif,725.0
rgb_n_0057_id_20055.tif,725.0
rgb_n_0058_id_20056.tif,733.0
rgb_n_0059_id_20056.tif,733.0
rgb_n_0061_id_20057.tif,748.0
rgb_n_0062_id_20057.tif,748.0
rgb_n_0065_id_20058.tif,684.0
rgb_n_0066_id_20058.tif,684.0
rgb_n_0068_id_20059.tif,724.0
rgb_n_0067_id_20059.tif,724.0
rgb_n_0071_id_20060.tif,686.0
rgb_n_0070_id_20060.tif,686.0
rgb_n_0073_id_20061.tif,677.0
rgb_n_0074_id_20061.tif,677.0
rgb_n_0076_id_20062.tif,689.0
rgb_n_0078_id_20062.tif,689.0
rgb_n_0081_id_20063.tif,671.0
rgb_n_0079_id_20063.tif,671.0
rgb_n_0084_id_20064.tif,738.0
rgb_n_0082_id_20064.tif,738.0
rgb_n_0087_id_20065.tif,742.0
rgb_n_0086_id_20065.tif,742.0
rgb_n_0090_id_20066.tif,687.0
rgb_n_0088_id_20066.tif,687.0
rgb_n_0093_id_20067.tif,683.0
rgb_n_0091_id_20067.tif,683.0
rgb_n_0096_id_20068.tif,672.0
rgb_n_0094_id_20068.tif,672.0
rgb_n_0099_id_20069.tif,668.0
rgb_n_0097_id_20069.tif,668.0
rgb_n_0101_id_20070.tif,675.0
rgb_n_0102_id_20070.tif,675.0
rgb_n_0104_id_20071.tif,679.0
rgb_n_0105_id_20071.tif,679.0
rgb_n_0108_id_20072.tif,692.0
rgb_n_0107_id_20072.tif,692.0
rgb_n_0001_id_20073.tif,695.0
rgb_n_0002_id_20073.tif,695.0
rgb_n_0005_id_20074.tif,698.0
rgb_n_0004_id_20074.tif,698.0
rgb_n_0007_id_20075.tif,662.0
rgb_n_0008_id_20075.tif,662.0
rgb_n_0011_id_20076.tif,628.0
rgb_n_0010_id_20076.tif,628.0
rgb_n_0014_id_20077.tif,675.0
rgb_n_0013_id_20077.tif,675.0
rgb_n_0016_id_20078.tif,653.0
rgb_n_0017_id_20078.tif,653.0
rgb_n_0019_id_20079.tif,628.0
rgb_n_0020_id_20079.tif,628.0
rgb_n_0023_id_20080.tif,647.0
rgb_n_0022_id_20080.tif,647.0
rgb_n_0025_id_20081.tif,664.0
rgb_n_0027_id_20081.tif,664.0
rgb_n_0029_id_20082.tif,658.0
rgb_n_0030_id_20082.tif,658.0
rgb_n_0031_id_20083.tif,629.0
rgb_n_0033_id_20083.tif,629.0
rgb_n_0036_id_20084.tif,659.0
rgb_n_0034_id_20084.tif,659.0
rgb_n_0038_id_20085.tif,645.0
rgb_n_0039_id_20085.tif,645.0
rgb_n_0040_id_20086.tif,633.0
rgb_n_0042_id_20086.tif,633.0
rgb_n_0044_id_20087.tif,636.0
rgb_n_0045_id_20087.tif,636.0
rgb_n_0047_id_20088.tif,644.0
rgb_n_0048_id_20088.tif,644.0
rgb_n_0050_id_20089.tif,718.0
rgb_n_0051_id_20089.tif,718.0
rgb_n_0053_id_20090.tif,648.0
rgb_n_0052_id_20090.tif,648.0
rgb_n_0057_id_20091.tif,660.0
rgb_n_0055_id_20091.tif,660.0
rgb_n_0058_id_20092.tif,669.0
rgb_n_0060_id_20092.tif,669.0
rgb_n_0062_id_20093.tif,688.0
rgb_n_0061_id_20093.tif,688.0
rgb_n_0066_id_20094.tif,629.0
rgb_n_0064_id_20094.tif,629.0
rgb_n_0067_id_20095.tif,681.0
rgb_n_0068_id_20095.tif,681.0
rgb_n_0071_id_20096.tif,620.0
rgb_n_0070_id_20096.tif,620.0
rgb_n_0073_id_20097.tif,629.0
rgb_n_0074_id_20097.tif,629.0
rgb_n_0076_id_20098.tif,642.0
rgb_n_0078_id_20098.tif,642.0
rgb_n_0081_id_20099.tif,618.0
rgb_n_0079_id_20099.tif,618.0
rgb_n_0082_id_20100.tif,692.0
rgb_n_0084_id_20100.tif,692.0
rgb_n_0086_id_20101.tif,681.0
rgb_n_0087_id_20101.tif,681.0
rgb_n_0089_id_20102.tif,674.0
rgb_n_0090_id_20102.tif,674.0
rgb_n_0092_id_20103.tif,657.0
rgb_n_0093_id_20103.tif,657.0
rgb_n_0096_id_20104.tif,647.0
rgb_n_0094_id_20104.tif,647.0
rgb_n_0098_id_20105.tif,637.0
rgb_n_0097_id_20105.tif,637.0
rgb_n_0101_id_20106.tif,635.0
rgb_n_0100_id_20106.tif,635.0
rgb_n_0105_id_20107.tif,661.0
rgb_n_0104_id_20107.tif,661.0
rgb_n_0108_id_20108.tif,655.0
rgb_n_0106_id_20108.tif,655.0
jokioinen_second_0001_id_40193.tif,72.7
jokioinen_second_0004_id_40193.tif,72.7
jokioinen_second_0002_id_40193.tif,72.7
jokioinen_second_0003_id_40193.tif,72.7
jokioinen_second_0008_id_40194.tif,72.1
jokioinen_second_0007_id_40194.tif,72.1
jokioinen_second_0006_id_40194.tif,72.1
jokioinen_second_0005_id_40194.tif,72.1
jokioinen_second_0012_id_40195.tif,72.9
jokioinen_second_0011_id_40195.tif,72.9
jokioinen_second_0010_id_40195.tif,72.9
jokioinen_second_0009_id_40195.tif,72.9
jokioinen_second_0015_id_40196.tif,72.9
jokioinen_second_0014_id_40196.tif,72.9
jokioinen_second_0013_id_40196.tif,72.9
jokioinen_second_0016_id_40196.tif,72.9
jokioinen_second_0020_id_40197.tif,70.8
jokioinen_second_0018_id_40197.tif,70.8
jokioinen_second_0019_id_40197.tif,70.8
jokioinen_second_0017_id_40197.tif,70.8
jokioinen_second_0024_id_40198.tif,70.6
jokioinen_second_0023_id_40198.tif,70.6
jokioinen_second_0022_id_40198.tif,70.6
jokioinen_second_0021_id_40198.tif,70.6
jokioinen_second_0027_id_40199.tif,72.0
jokioinen_second_0026_id_40199.tif,72.0
jokioinen_second_0025_id_40199.tif,72.0
jokioinen_second_0028_id_40199.tif,72.0
jokioinen_second_0032_id_40200.tif,70.8
jokioinen_second_0030_id_40200.tif,70.8
jokioinen_second_0029_id_40200.tif,70.8
jokioinen_second_0031_id_40200.tif,70.8
jokioinen_second_0034_id_40201.tif,71.5
jokioinen_second_0033_id_40201.tif,71.5
jokioinen_second_0035_id_40201.tif,71.5
jokioinen_second_0036_id_40201.tif,71.5
jokioinen_second_0037_id_40202.tif,71.3
jokioinen_second_0039_id_40202.tif,71.3
jokioinen_second_0040_id_40202.tif,71.3
jokioinen_second_0038_id_40202.tif,71.3
jokioinen_second_0043_id_40203.tif,71.8
jokioinen_second_0041_id_40203.tif,71.8
jokioinen_second_0042_id_40203.tif,71.8
jokioinen_second_0044_id_40203.tif,71.8
jokioinen_second_0045_id_40204.tif,71.7
jokioinen_second_0046_id_40204.tif,71.7
jokioinen_second_0048_id_40204.tif,71.7
jokioinen_second_0047_id_40204.tif,71.7
jokioinen_second_0049_id_40205.tif,71.5
jokioinen_second_0050_id_40205.tif,71.5
jokioinen_second_0051_id_40205.tif,71.5
jokioinen_second_0052_id_40205.tif,71.5
jokioinen_second_0055_id_40206.tif,70.2
jokioinen_second_0053_id_40206.tif,70.2
jokioinen_second_0054_id_40206.tif,70.2
jokioinen_second_0056_id_40206.tif,70.2
jokioinen_second_0058_id_40207.tif,71.6
jokioinen_second_0060_id_40207.tif,71.6
jokioinen_second_0059_id_40207.tif,71.6
jokioinen_second_0057_id_40207.tif,71.6
jokioinen_second_0062_id_40208.tif,70.6
jokioinen_second_0061_id_40208.tif,70.6
jokioinen_second_0063_id_40208.tif,70.6
jokioinen_second_0064_id_40208.tif,70.6
jokioinen_second_0227_id_40209.tif,70.7
jokioinen_second_0226_id_40209.tif,70.7
jokioinen_second_0228_id_40209.tif,70.7
jokioinen_second_0225_id_40209.tif,70.7
jokioinen_second_0232_id_40210.tif,71.6
jokioinen_second_0230_id_40210.tif,71.6
jokioinen_second_0231_id_40210.tif,71.6
jokioinen_second_0229_id_40210.tif,71.6
jokioinen_second_0236_id_40211.tif,71.5
jokioinen_second_0235_id_40211.tif,71.5
jokioinen_second_0234_id_40211.tif,71.5
jokioinen_second_0233_id_40211.tif,71.5
jokioinen_second_0240_id_40212.tif,71.5
jokioinen_second_0237_id_40212.tif,71.5
jokioinen_second_0238_id_40212.tif,71.5
jokioinen_second_0239_id_40212.tif,71.5
jokioinen_second_0243_id_40213.tif,71.7
jokioinen_second_0242_id_40213.tif,71.7
jokioinen_second_0241_id_40213.tif,71.7
jokioinen_second_0244_id_40213.tif,71.7
jokioinen_second_0248_id_40214.tif,71.1
jokioinen_second_0246_id_40214.tif,71.1
jokioinen_second_0245_id_40214.tif,71.1
jokioinen_second_0247_id_40214.tif,71.1
jokioinen_second_0251_id_40215.tif,70.4
jokioinen_second_0252_id_40215.tif,70.4
jokioinen_second_0250_id_40215.tif,70.4
jokioinen_second_0249_id_40215.tif,70.4
jokioinen_second_0254_id_40216.tif,70.8
jokioinen_second_0253_id_40216.tif,70.8
jokioinen_second_0256_id_40216.tif,70.8
jokioinen_second_0255_id_40216.tif,70.8
jokioinen_second_0257_id_40217.tif,69.6
jokioinen_second_0258_id_40217.tif,69.6
jokioinen_second_0260_id_40217.tif,69.6
jokioinen_second_0259_id_40217.tif,69.6
jokioinen_second_0262_id_40218.tif,70.2
jokioinen_second_0261_id_40218.tif,70.2
jokioinen_second_0264_id_40218.tif,70.2
jokioinen_second_0263_id_40218.tif,70.2
jokioinen_second_0267_id_40219.tif,71.3
jokioinen_second_0265_id_40219.tif,71.3
jokioinen_second_0266_id_40219.tif,71.3
jokioinen_second_0268_id_40219.tif,71.3
jokioinen_second_0269_id_40220.tif,71.2
jokioinen_second_0270_id_40220.tif,71.2
jokioinen_second_0271_id_40220.tif,71.2
jokioinen_second_0272_id_40220.tif,71.2
jokioinen_second_0273_id_40221.tif,70.9
jokioinen_second_0274_id_40221.tif,70.9
jokioinen_second_0276_id_40221.tif,70.9
jokioinen_second_0275_id_40221.tif,70.9
jokioinen_second_0277_id_40222.tif,71.2
jokioinen_second_0278_id_40222.tif,71.2
jokioinen_second_0279_id_40222.tif,71.2
jokioinen_second_0280_id_40222.tif,71.2
jokioinen_second_0284_id_40223.tif,69.9
jokioinen_second_0282_id_40223.tif,69.9
jokioinen_second_0283_id_40223.tif,69.9
jokioinen_second_0281_id_40223.tif,69.9
jokioinen_second_0286_id_40224.tif,70.1
jokioinen_second_0287_id_40224.tif,70.1
jokioinen_second_0288_id_40224.tif,70.1
jokioinen_second_0285_id_40224.tif,70.1
jokioinen_second_0450_id_40225.tif,71.1
jokioinen_second_0451_id_40225.tif,71.1
jokioinen_second_0449_id_40225.tif,71.1
jokioinen_second_0452_id_40225.tif,71.1
jokioinen_second_0454_id_40226.tif,70.9
jokioinen_second_0453_id_40226.tif,70.9
jokioinen_second_0455_id_40226.tif,70.9
jokioinen_second_0456_id_40226.tif,70.9
jokioinen_second_0460_id_40227.tif,71.7
jokioinen_second_0458_id_40227.tif,71.7
jokioinen_second_0457_id_40227.tif,71.7
jokioinen_second_0459_id_40227.tif,71.7
jokioinen_second_0462_id_40228.tif,72.1
jokioinen_second_0461_id_40228.tif,72.1
jokioinen_second_0464_id_40228.tif,72.1
jokioinen_second_0463_id_40228.tif,72.1
jokioinen_second_0468_id_40229.tif,72.2
jokioinen_second_0466_id_40229.tif,72.2
jokioinen_second_0467_id_40229.tif,72.2
jokioinen_second_0465_id_40229.tif,72.2
jokioinen_second_0471_id_40230.tif,71.7
