image,dmy
jokioinen_second_1648_id_40467.tif,2586
isokyrö_second_0431_id_100108.tif,5979
jokioinen_second_0132_id_40337.tif,2579
jokioinen_second_1155_id_40281.tif,2382
ylistaro_third_0190_id_90127.tif,5221
isokyrö_third_0466_id_110117.tif,6560
isokyrö_third_0008_id_110002.tif,5279
isokyrö_second_0103_id_100026.tif,4747
jokioinen_first_1161_id_80283.tif,3889
jokioinen_first_0182_id_80498.tif,3240
jokioinen_first_1010_id_80413.tif,3948
isokyrö_third_0621_id_110156.tif,8151
jokioinen_second_0844_id_40579.tif,2126
jokioinen_second_0620_id_40551.tif,2866
jokioinen_first_0337_id_80353.tif,3327
isokyrö_second_0445_id_100112.tif,6750
jokioinen_first_1713_id_80688.tif,4738
jokioinen_second_1154_id_40281.tif,2382
jokioinen_second_1447_id_40451.tif,2054
jokioinen_second_0159_id_40492.tif,2316
jokioinen_first_0696_id_80246.tif,5016
isokyrö_third_0862_id_110216.tif,7410
isokyrö_third_0308_id_110077.tif,6417
rgb_n_0058_id_10005.tif,2669
ylistaro_second_0138_id_70121.tif,3900
jokioinen_second_1095_id_40614.tif,2157
jokioinen_first_1187_id_80421.tif,3450
jokioinen_second_0299_id_40343.tif,2345
isokyrö_second_0884_id_100221.tif,5227
isokyrö_second_0323_id_100081.tif,5287
isokyrö_third_0187_id_110047.tif,6319
jokioinen_first_0731_id_80255.tif,4211
isokyrö_third_0771_id_110193.tif,6000
jokioinen_first_0640_id_80556.tif,4552
isokyrö_third_0553_id_110139.tif,6383
jokioinen_first_1532_id_80670.tif,5280
isokyrö_third_0610_id_110153.tif,7410
isokyrö_second_0678_id_100170.tif,6573
jokioinen_first_0313_id_80347.tif,4158
jokioinen_second_0045_id_40204.tif,2044
jokioinen_second_0427_id_40531.tif,2655
jokioinen_first_1454_id_80453.tif,4399
isokyrö_third_0690_id_110173.tif,7150
isokyrö_second_0868_id_100217.tif,5014
rgb_n_0002_id_75.tif,4244
rgb_n_0070_id_20024.tif,3503
jokioinen_first_0496_id_80236.tif,5386
jokioinen_second_0567_id_40374.tif,2281
isokyrö_third_0079_id_110020.tif,5964
jokioinen_second_0142_id_40340.tif,2293
rgb_n_0076_id_20062.tif,4186
ylistaro_third_0144_id_90122.tif,4120
jokioinen_first_1726_id_80691.tif,4947
isokyrö_second_0278_id_100070.tif,4093
isokyrö_second_0841_id_100211.tif,4927
isokyrö_second_0553_id_100139.tif,5439
jokioinen_second_0630_id_40554.tif,2573
jokioinen_first_1266_id_80630.tif,3981
jokioinen_first_0421_id_80530.tif,4081
isokyrö_second_0614_id_100154.tif,5900
rgb_n_0022_id_20044.tif,4363
rgb_n_0001_id_12.tif,1477
jokioinen_first_1582_id_80310.tif,4415
jokioinen_first_1610_id_80317.tif,4794
jokioinen_first_1063_id_80606.tif,4713
rgb_n_0001_id_80.tif,4837
jokioinen_first_1314_id_80642.tif,4921
isokyrö_third_0285_id_110072.tif,6673
jokioinen_second_0087_id_40326.tif,2400
rgb_n_0100_id_10008.tif,3822
isokyrö_third_0091_id_110023.tif,6545
isokyrö_third_0651_id_110163.tif,8000
jokioinen_second_1420_id_40445.tif,1960
jokioinen_first_0395_id_80523.tif,4519
jokioinen_second_1270_id_40631.tif,2094
isokyrö_third_0955_id_110239.tif,6764
isokyrö_third_0793_id_110199.tif,5826
isokyrö_second_0271_id_100068.tif,4486
isokyrö_third_0206_id_110052.tif,6343
isokyrö_third_0400_id_110100.tif,6875
jokioinen_second_0626_id_40553.tif,2410
isokyrö_third_0151_id_110038.tif,5658
jokioinen_first_1031_id_80418.tif,4678
isokyrö_third_0817_id_110205.tif,6360
jokioinen_first_0224_id_80508.tif,4018
isokyrö_third_0699_id_110175.tif,7122
jokioinen_second_0667_id_40563.tif,2185
isokyrö_second_0491_id_100123.tif,5051
isokyrö_third_0752_id_110188.tif,6524
ylistaro_second_0199_id_70129.tif,4346
jokioinen_second_1669_id_40472.tif,2229
isokyrö_third_0827_id_110207.tif,6446
jokioinen_second_0307_id_40345.tif,2330
jokioinen_second_0079_id_40324.tif,1997
jokioinen_second_1006_id_40412.tif,2595
rgb_n_0028_id_20010.tif,2849
jokioinen_first_0708_id_80249.tif,4773
jokioinen_first_0575_id_80376.tif,4296
rgb_n_0064_id_10005.tif,2669
jokioinen_second_1234_id_40433.tif,2201
isokyrö_third_0262_id_110066.tif,6781
isokyrö_third_0199_id_110050.tif,6087
jokioinen_second_0546_id_40369.tif,2223
isokyrö_third_0668_id_110167.tif,7680
jokioinen_second_0058_id_40207.tif,2298
jokioinen_first_1086_id_80612.tif,4928
jokioinen_first_0967_id_80402.tif,3955
isokyrö_second_0798_id_100200.tif,6704
jokioinen_second_1267_id_40630.tif,2075
jokioinen_first_1361_id_80294.tif,4676
jokioinen_second_1117_id_40620.tif,2025
jokioinen_first_0616_id_80550.tif,3706
jokioinen_first_1516_id_80666.tif,5276
jokioinen_first_1116_id_80619.tif,4007
jokioinen_second_0594_id_40545.tif,2364
jokioinen_second_0745_id_40383.tif,2041
jokioinen_second_1474_id_40458.tif,2208
jokioinen_second_0321_id_40349.tif,2159
jokioinen_first_0588_id_80379.tif,4296
isokyrö_third_0913_id_110229.tif,7029
jokioinen_first_1099_id_80615.tif,4870
jokioinen_first_1028_id_80417.tif,4043
jokioinen_second_0217_id_40507.tif,2238
jokioinen_first_1252_id_80437.tif,3815
jokioinen_first_1394_id_80302.tif,4653
jokioinen_second_1515_id_40665.tif,2450
ylistaro_third_0146_id_90015.tif,3247
isokyrö_third_0001_id_110001.tif,6129
jokioinen_second_1301_id_40639.tif,2354
isokyrö_third_0819_id_110205.tif,6360
jokioinen_second_0684_id_40243.tif,1961
jokioinen_first_0551_id_80370.tif,3778
jokioinen_first_0937_id_80267.tif,4412
isokyrö_second_0433_id_100109.tif,5187
isokyrö_third_0170_id_110043.tif,6243
rgb_n_0016_id_10002.tif,1255
isokyrö_second_0308_id_100077.tif,5439
jokioinen_second_1517_id_40666.tif,2304
rgb_n_0090_id_20030.tif,2562
jokioinen_second_1137_id_40277.tif,2269
jokioinen_first_1049_id_80603.tif,5085
isokyrö_third_0016_id_110004.tif,6071
jokioinen_second_0716_id_40251.tif,2166
jokioinen_second_0208_id_40504.tif,2537
rgb_n_0001_id_15.tif,1342
jokioinen_first_0251_id_80215.tif,4132
jokioinen_first_0802_id_80397.tif,4584
isokyrö_second_0590_id_100148.tif,5833
jokioinen_first_1273_id_80632.tif,4454
isokyrö_second_0689_id_100173.tif,5493
ylistaro_third_0024_id_90006.tif,3337
jokioinen_second_1204_id_40425.tif,2140
jokioinen_first_1489_id_80659.tif,5000
jokioinen_second_1253_id_40438.tif,2319
jokioinen_second_0946_id_40269.tif,2640
ylistaro_third_0142_id_90122.tif,4120
jokioinen_first_1276_id_80633.tif,4486
isokyrö_third_0869_id_110218.tif,8233
rgb_n_0090_id_20066.tif,3064
ylistaro_second_0007_id_70002.tif,2243
jokioinen_first_1085_id_80612.tif,4928
isokyrö_second_0268_id_100067.tif,5440
jokioinen_first_1176_id_80286.tif,4139
jokioinen_first_0774_id_80390.tif,3686
jokioinen_first_0983_id_80406.tif,4983
jokioinen_second_0999_id_40410.tif,2137
rgb_n_0052_id_10004.tif,2566
jokioinen_first_1747_id_80696.tif,4484
rgb_n_0002_id_57.tif,710
jokioinen_first_1327_id_80645.tif,4869
isokyrö_second_0511_id_100128.tif,5000
isokyrö_third_0245_id_110062.tif,5822
jokioinen_first_1708_id_80687.tif,4606
isokyrö_third_0888_id_110222.tif,7063
isokyrö_second_0162_id_100041.tif,6700
jokioinen_second_0559_id_40372.tif,1717
isokyrö_third_0240_id_110060.tif,5864
jokioinen_first_1342_id_80289.tif,4480
jokioinen_first_1178_id_80287.tif,3747
jokioinen_first_0580_id_80377.tif,4635
jokioinen_second_0807_id_40398.tif,2275
jokioinen_second_1668_id_40472.tif,2229
ylistaro_second_0098_id_70014.tif,5173
jokioinen_first_0116_id_80333.tif,3201
ylistaro_third_0106_id_90113.tif,5325
isokyrö_second_0579_id_100145.tif,6350
isokyrö_second_0002_id_100001.tif,6052
jokioinen_second_0888_id_40590.tif,1867
isokyrö_third_0697_id_110175.tif,7122
jokioinen_second_1168_id_40284.tif,2134
jokioinen_first_0464_id_80228.tif,4866
jokioinen_first_1645_id_80466.tif,4418
isokyrö_third_0315_id_110079.tif,6816
jokioinen_second_0761_id_40387.tif,2636
jokioinen_first_1666_id_80471.tif,4625
ylistaro_second_0055_id_70107.tif,5150
isokyrö_third_0024_id_110006.tif,6016
isokyrö_second_0601_id_100151.tif,5777
jokioinen_first_1466_id_80456.tif,5108
isokyrö_second_0275_id_100069.tif,5495
rgb_n_0084_id_20064.tif,986
isokyrö_second_0062_id_100016.tif,4960
jokioinen_second_1124_id_40273.tif,2423
isokyrö_third_0717_id_110180.tif,6847
jokioinen_second_0869_id_40586.tif,2210
jokioinen_second_1001_id_40411.tif,2336
jokioinen_first_1667_id_80471.tif,4625
isokyrö_second_0184_id_100046.tif,6063
jokioinen_second_0612_id_40549.tif,2600
jokioinen_first_0957_id_80272.tif,5367
jokioinen_second_0101_id_40330.tif,2724
jokioinen_second_1311_id_40641.tif,2415
ylistaro_third_0086_id_90011.tif,4000
ylistaro_second_0191_id_70127.tif,7716
jokioinen_first_1250_id_80437.tif,3815
isokyrö_second_0673_id_100169.tif,6027
jokioinen_first_0771_id_80389.tif,4278
rgb_n_0043_id_20015.tif,3343
isokyrö_second_0813_id_100204.tif,5628
isokyrö_second_0536_id_100134.tif,5738
isokyrö_third_0909_id_110228.tif,7337
isokyrö_third_0724_id_110181.tif,6898
jokioinen_first_1403_id_80304.tif,5396
rgb_n_0001_id_79.tif,5487
isokyrö_second_0779_id_100195.tif,5941
isokyrö_third_0224_id_110056.tif,5610
ylistaro_second_0145_id_70015.tif,4973
isokyrö_third_0242_id_110061.tif,5297
jokioinen_second_0471_id_40230.tif,2027
jokioinen_second_0382_id_40520.tif,2223
isokyrö_third_0303_id_110076.tif,5567
jokioinen_first_1119_id_80620.tif,4535
isokyrö_third_0506_id_110127.tif,7553
jokioinen_first_0106_id_80331.tif,3173
jokioinen_first_0976_id_80404.tif,5226
isokyrö_third_0214_id_110054.tif,5757
jokioinen_first_1130_id_80275.tif,3488
isokyrö_second_0446_id_100112.tif,6750
rgb_n_0048_id_20052.tif,3658
isokyrö_third_0847_id_110212.tif,6280
isokyrö_third_0316_id_110079.tif,6816
isokyrö_third_0587_id_110147.tif,7680
isokyrö_third_0437_id_110110.tif,6563
rgb_n_0001_id_40.tif,2480
jokioinen_second_0614_id_40550.tif,2418
isokyrö_third_0117_id_110030.tif,6307
isokyrö_second_0359_id_100090.tif,6027
isokyrö_second_0449_id_100113.tif,5200
isokyrö_third_0843_id_110211.tif,6789
rgb_n_0001_id_92.tif,5443
ylistaro_second_0171_id_70021.tif,5950
jokioinen_second_1425_id_40446.tif,2362
jokioinen_first_0586_id_80379.tif,4296
jokioinen_second_1045_id_40602.tif,2205
jokioinen_first_0590_id_80380.tif,4237
jokioinen_first_0973_id_80404.tif,5226
isokyrö_third_0393_id_110099.tif,8103
isokyrö_second_0256_id_100064.tif,4736
jokioinen_second_1638_id_40464.tif,2118
isokyrö_third_0622_id_110156.tif,8151
jokioinen_second_1098_id_40615.tif,2321
jokioinen_first_0514_id_80361.tif,3656
jokioinen_first_1418_id_80444.tif,5369
jokioinen_second_1422_id_40445.tif,1960
jokioinen_second_1432_id_40448.tif,2415
jokioinen_first_0119_id_80334.tif,3838
isokyrö_third_0700_id_110175.tif,7122
isokyrö_third_0820_id_110205.tif,6360
isokyrö_third_0672_id_110168.tif,7237
jokioinen_second_1081_id_40611.tif,1992
isokyrö_second_0513_id_100129.tif,4960
rgb_n_0054_id_20054.tif,1197
ylistaro_second_0159_id_70018.tif,4048
jokioinen_second_0897_id_40257.tif,2522
rgb_n_0004_id_20002.tif,1283
jokioinen_first_1209_id_80427.tif,4102
isokyrö_third_0894_id_110224.tif,7627
jokioinen_first_1742_id_80695.tif,4508
jokioinen_second_1358_id_40293.tif,2605
isokyrö_second_0316_id_100079.tif,5100
jokioinen_second_1064_id_40606.tif,2008
ylistaro_second_0162_id_70019.tif,6300
jokioinen_first_0697_id_80247.tif,5083
isokyrö_third_0051_id_110013.tif,5667
jokioinen_first_0662_id_80562.tif,4260
jokioinen_second_0927_id_40264.tif,2035
isokyrö_second_0224_id_100056.tif,6377
isokyrö_third_0178_id_110045.tif,6486
isokyrö_second_0440_id_100110.tif,7413
jokioinen_first_0527_id_80364.tif,4209
jokioinen_second_1364_id_40295.tif,2765
isokyrö_third_0959_id_110240.tif,6067
ylistaro_third_0126_id_90118.tif,6186
isokyrö_second_0146_id_100037.tif,5577
jokioinen_first_1525_id_80668.tif,5051
jokioinen_first_0961_id_80401.tif,3555
ylistaro_third_0160_id_90018.tif,3267
rgb_n_0001_id_78.tif,5291
isokyrö_third_0619_id_110155.tif,7961
jokioinen_second_1106_id_40617.tif,1982
jokioinen_first_1367_id_80295.tif,4556
rgb_n_0001_id_24.tif,1538
isokyrö_second_0854_id_100214.tif,5396
rgb_n_0078_id_20062.tif,4186
jokioinen_second_1104_id_40616.tif,2116
isokyrö_third_0101_id_110026.tif,6003
jokioinen_first_0041_id_80203.tif,3494
ylistaro_second_0015_id_70004.tif,3130
jokioinen_second_1077_id_40610.tif,1958
jokioinen_first_1231_id_80432.tif,5108
isokyrö_third_0422_id_110106.tif,6123
rgb_n_0002_id_82.tif,6135
jokioinen_second_1530_id_40669.tif,2348
jokioinen_first_0055_id_80206.tif,4461
jokioinen_second_0012_id_40195.tif,1827
isokyrö_third_0252_id_110063.tif,6967
jokioinen_second_0172_id_40495.tif,2675
jokioinen_second_0295_id_40342.tif,2783
jokioinen_second_0068_id_40321.tif,2032
isokyrö_second_0305_id_100077.tif,5439
ylistaro_second_0126_id_70118.tif,4050
isokyrö_second_0200_id_100050.tif,5634
jokioinen_second_1598_id_40314.tif,2428
jokioinen_second_0277_id_40222.tif,2979
isokyrö_second_0158_id_100040.tif,6153
jokioinen_second_1504_id_40663.tif,2362
jokioinen_first_0991_id_80408.tif,4908
jokioinen_second_1060_id_40605.tif,1630
jokioinen_second_1091_id_40613.tif,1514
jokioinen_first_0679_id_80242.tif,4437
jokioinen_second_0719_id_40252.tif,2424
isokyrö_second_0089_id_100023.tif,5550
isokyrö_third_0193_id_110049.tif,6167
jokioinen_second_1655_id_40468.tif,2354
jokioinen_first_1680_id_80475.tif,4540
ylistaro_second_0076_id_70008.tif,3450
jokioinen_first_0199_id_80502.tif,3585
jokioinen_first_0649_id_80559.tif,4285
jokioinen_second_1271_id_40631.tif,2094
jokioinen_second_0073_id_40323.tif,2155
isokyrö_second_0114_id_100029.tif,5269
isokyrö_second_0739_id_100185.tif,5018
rgb_n_0058_id_20092.tif,4351
jokioinen_second_1026_id_40417.tif,2557
jokioinen_second_1632_id_40463.tif,2962
ylistaro_second_0135_id_70120.tif,5597
jokioinen_second_1416_id_40444.tif,2305
jokioinen_first_1712_id_80688.tif,4738
jokioinen_first_0745_id_80383.tif,4186
jokioinen_first_1350_id_80291.tif,4989
jokioinen_second_0305_id_40345.tif,2330
jokioinen_first_0303_id_80344.tif,4748
jokioinen_first_1432_id_80448.tif,5430
jokioinen_second_1279_id_40633.tif,2536
isokyrö_third_0738_id_110185.tif,7262
rgb_n_0001_id_76.tif,4985
rgb_n_0002_id_74.tif,3632
jokioinen_second_0910_id_40260.tif,2035
jokioinen_first_1434_id_80448.tif,5430
isokyrö_third_0705_id_110177.tif,7042
ylistaro_second_0105_id_70113.tif,4707
jokioinen_first_0213_id_80506.tif,2842
isokyrö_second_0137_id_100035.tif,4786
rgb_n_0082_id_20100.tif,1682
jokioinen_second_1229_id_40432.tif,2109
isokyrö_second_0311_id_100078.tif,4956
jokioinen_first_1024_id_80416.tif,5451
jokioinen_first_1662_id_80470.tif,4670
jokioinen_second_0236_id_40211.tif,2533
jokioinen_second_0020_id_40197.tif,2083
isokyrö_second_0606_id_100152.tif,4493
isokyrö_second_0681_id_100171.tif,6312
rgb_n_0011_id_20076.tif,5344
jokioinen_first_0391_id_80522.tif,4250
jokioinen_first_0995_id_80409.tif,3760
rgb_n_0002_id_55.tif,3607
isokyrö_third_0932_id_110233.tif,7163
jokioinen_first_0737_id_80381.tif,5074
jokioinen_second_1398_id_40303.tif,2458
jokioinen_second_0968_id_40402.tif,2092
jokioinen_second_0373_id_40518.tif,2065
jokioinen_second_0711_id_40250.tif,2188
rgb_n_0014_id_10002.tif,1255
jokioinen_first_1235_id_80433.tif,4080
jokioinen_first_0284_id_80223.tif,4066
jokioinen_first_0722_id_80253.tif,5150
isokyrö_second_0333_id_100084.tif,4940
jokioinen_first_0396_id_80523.tif,4519
isokyrö_second_0398_id_100100.tif,6754
rgb_n_0002_id_92.tif,5443
jokioinen_first_0211_id_80505.tif,2766
jokioinen_second_1525_id_40668.tif,2159
jokioinen_first_1056_id_80604.tif,5020
rgb_n_0002_id_59.tif,2509
ylistaro_second_0031_id_70101.tif,3400
jokioinen_second_0692_id_40245.tif,1858
isokyrö_second_0272_id_100068.tif,4486
rgb_n_0019_id_20043.tif,4644
jokioinen_second_0625_id_40553.tif,2410
isokyrö_third_0081_id_110021.tif,6252
isokyrö_second_0336_id_100084.tif,4940
rgb_n_0013_id_20041.tif,4195
isokyrö_third_0312_id_110078.tif,6453
jokioinen_first_0606_id_80548.tif,4456
rgb_n_0083_id_10007.tif,2590
jokioinen_second_0205_id_40504.tif,2537
isokyrö_second_0591_id_100148.tif,5833
jokioinen_second_1210_id_40427.tif,2419
isokyrö_second_0448_id_100112.tif,6750
isokyrö_second_0748_id_100187.tif,5950
isokyrö_second_0057_id_100015.tif,5828
jokioinen_first_0021_id_80198.tif,4413
isokyrö_third_0064_id_110016.tif,6160
jokioinen_second_1676_id_40474.tif,2090
isokyrö_second_0435_id_100109.tif,5187
isokyrö_third_0606_id_110152.tif,7415
jokioinen_second_1145_id_40279.tif,2546
jokioinen_second_0794_id_40395.tif,1598
jokioinen_second_0772_id_40389.tif,2102
jokioinen_second_1128_id_40274.tif,1979
jokioinen_first_0111_id_80332.tif,5062
jokioinen_second_1101_id_40616.tif,2116
isokyrö_third_0302_id_110076.tif,5567
jokioinen_first_0463_id_80228.tif,4866
ylistaro_third_0210_id_90132.tif,4420
isokyrö_second_0823_id_100206.tif,5157
jokioinen_second_0983_id_40406.tif,2546
jokioinen_first_0927_id_80264.tif,4769
isokyrö_second_0340_id_100085.tif,5740
jokioinen_first_0485_id_80234.tif,5353
jokioinen_second_1067_id_40607.tif,2068
jokioinen_first_0054_id_80206.tif,4461
isokyrö_third_0927_id_110232.tif,7880
isokyrö_third_0496_id_110124.tif,6831
jokioinen_second_1057_id_40605.tif,1630
isokyrö_second_0101_id_100026.tif,4747
jokioinen_first_0547_id_80369.tif,3929
jokioinen_first_1754_id_80698.tif,4438
rgb_n_0002_id_46.tif,715
rgb_n_0063_id_10005.tif,2669
isokyrö_third_0446_id_110112.tif,5658
isokyrö_third_0433_id_110109.tif,5427
jokioinen_first_0969_id_80403.tif,3703
rgb_n_0065_id_20058.tif,4623
isokyrö_third_0282_id_110071.tif,6003
jokioinen_second_0714_id_40251.tif,2166
isokyrö_third_0031_id_110008.tif,6600
isokyrö_second_0800_id_100200.tif,6704
jokioinen_second_1489_id_40659.tif,2087
jokioinen_first_0720_id_80252.tif,4825
jokioinen_first_0480_id_80232.tif,5482
rgb_n_0040_id_20086.tif,6026
jokioinen_first_0584_id_80378.tif,4061
jokioinen_first_0234_id_80211.tif,4344
isokyrö_third_0687_id_110172.tif,7573
jokioinen_first_0682_id_80243.tif,4753
rgb_n_0016_id_20078.tif,7005
jokioinen_second_0762_id_40387.tif,2636
ylistaro_third_0057_id_90108.tif,4806
isokyrö_third_0212_id_110053.tif,6507
isokyrö_second_0479_id_100120.tif,5372
jokioinen_first_0817_id_80573.tif,3797
rgb_n_0065_id_20022.tif,3859
isokyrö_third_0319_id_110080.tif,5683
ylistaro_second_0182_id_70125.tif,4298
jokioinen_second_0895_id_40592.tif,1692
isokyrö_second_0104_id_100026.tif,4747
jokioinen_first_1108_id_80617.tif,5009
jokioinen_first_1769_id_80702.tif,4009
isokyrö_third_0058_id_110015.tif,6810
jokioinen_first_1325_id_80645.tif,4869
rgb_n_0002_id_18.tif,584
isokyrö_third_0529_id_110133.tif,6000
rgb_n_0096_id_20068.tif,4696
isokyrö_second_0321_id_100081.tif,5287
jokioinen_second_1589_id_40312.tif,2672
jokioinen_first_1746_id_80696.tif,4484
isokyrö_second_0864_id_100216.tif,5321
ylistaro_second_0027_id_70007.tif,3627
jokioinen_first_1415_id_80443.tif,5020
ylistaro_third_0059_id_90108.tif,4806
jokioinen_second_0488_id_40234.tif,1890
isokyrö_second_0296_id_100074.tif,5707
jokioinen_second_0184_id_40498.tif,2633
isokyrö_third_0950_id_110238.tif,6114
isokyrö_second_0769_id_100193.tif,5120
jokioinen_first_1246_id_80436.tif,4384
jokioinen_first_1337_id_80648.tif,4455
jokioinen_second_1389_id_40301.tif,2599
ylistaro_third_0104_id_90112.tif,6030
jokioinen_second_0182_id_40498.tif,2633
isokyrö_second_0027_id_100007.tif,4533
isokyrö_second_0551_id_100138.tif,5935
